Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-02-22T04:54:12.920Z","Included","auto","No","0","3400","77312","1699","82411","0.03"
"2026-02-22T04:53:13.600Z","Included","auto","No","0","10930","62976","837","74743","0.03"
"2026-02-22T04:49:28.872Z","Included","auto","No","0","9336","47616","1265","58217","0.03"
"2026-02-22T04:48:11.471Z","Included","auto","No","0","105333","513536","7156","626025","0.30"
"2026-02-22T04:43:52.231Z","Included","auto","No","0","29615","942592","6589","978796","0.31"
"2026-02-22T04:39:48.523Z","Included","auto","No","0","98672","1046528","4610","1149810","0.41"
"2026-02-22T04:38:11.071Z","Included","auto","No","0","65054","158720","3655","227429","0.14"
"2026-02-22T04:31:12.197Z","Included","gemini-3.1-pro-preview","No","0","111149","238887","7365","357401","0.36"
"2026-02-22T04:29:23.728Z","Included","auto","No","0","10941","383488","1366","395795","0.12"
"2026-02-22T04:25:10.141Z","Included","auto","No","0","82272","1181696","10617","1274585","0.46"
"2026-02-22T04:21:42.688Z","Included","auto","No","0","47980","230912","5902","284794","0.15"
"2026-02-22T04:20:04.639Z","Included","auto","No","0","125566","1526272","6372","1658210","0.58"
"2026-02-22T04:18:15.416Z","Included","auto","No","0","37402","195072","3619","236093","0.12"
"2026-02-22T04:17:38.126Z","Included","gpt-5.2-codex-high","No","0","173517","1409792","35394","1618703","1.05"
"2026-02-22T04:17:37.442Z","Included","gpt-5.2-codex-high","No","0","0","0","0","0","0.00"
"2026-02-22T04:15:30.622Z","Included","auto","No","0","28205","222208","3347","253760","0.11"
"2026-02-22T04:13:13.137Z","Included","gpt-5.2-codex-high","No","0","157360","414336","11291","582987","0.51"
"2026-02-22T04:13:04.764Z","Included","gpt-5.2-codex-high","No","0","63814","10880","136","74830","0.12"
"2026-02-22T04:12:01.571Z","Included","auto","No","0","16754","54784","3042","74580","0.05"
"2026-02-22T04:10:48.568Z","Included","gpt-5.2-codex-high","No","0","202540","1489920","9664","1702124","0.75"
"2026-02-22T04:10:18.547Z","Included","gpt-5.2-codex-high","No","0","335172","1305856","19005","1660033","1.08"
"2026-02-22T04:08:09.639Z","Included","gpt-5.2-codex-high","No","0","250658","1160064","21340","1432062","0.94"
"2026-02-22T04:07:32.988Z","Included","gpt-5.2-codex-high","No","0","398575","3066624","35529","3500728","1.73"
"2026-02-22T04:07:27.300Z","Included","gpt-5.2-codex-high","No","0","359206","1481728","32429","1873363","1.34"
"2026-02-22T04:07:17.879Z","Included","gpt-5.2-codex-high","No","0","245967","2263808","26355","2536130","1.20"
"2026-02-22T04:06:26.164Z","Included","gpt-5.2-codex-high","No","0","120901","772992","6172","900065","0.43"
"2026-02-22T04:06:07.569Z","Included","gpt-5.2-codex-high","No","0","60054","14080","44","74178","0.11"
"2026-02-22T04:02:07.630Z","Included","auto","No","0","129673","1597440","8788","1735901","0.61"
"2026-02-22T04:00:07.604Z","Included","gpt-5.2-codex-high","No","0","257030","1756160","15578","2028768","0.98"
"2026-02-22T04:00:07.588Z","Included","gpt-5.2-codex-high","No","0","198779","1920640","24256","2143675","1.02"
"2026-02-22T03:59:57.053Z","Included","gpt-5.2-codex-high","No","0","54611","14080","86","68777","0.10"
"2026-02-22T03:59:48.672Z","Included","gpt-5.2-codex-high","No","0","79965","10880","131","90976","0.14"
"2026-02-22T03:55:30.689Z","Included","auto","No","0","60467","216576","2752","279795","0.15"
"2026-02-22T03:54:18.282Z","Included","gpt-5.2-codex-high","No","0","195762","1847808","19895","2063465","0.94"
"2026-02-22T03:54:18.268Z","Included","gpt-5.2-codex-high","No","0","303479","2128128","21527","2453134","1.20"
"2026-02-22T03:49:27.285Z","Included","gpt-5.2-codex-high","No","0","60893","382720","5784","449397","0.25"
"2026-02-22T03:49:11.992Z","Included","auto","No","0","56201","432128","6025","494354","0.21"
"2026-02-22T03:49:01.708Z","Included","gpt-5.2-codex-high","No","0","9498","65536","1519","76553","0.05"
"2026-02-22T03:47:39.282Z","Included","gpt-5.2-codex-high","No","0","77496","153216","2978","233690","0.20"
"2026-02-22T03:47:04.304Z","Included","gpt-5.2-codex-high","No","0","38276","71808","1191","111275","0.10"
"2026-02-22T03:44:15.898Z","Included","gpt-5.2-codex-high","No","0","64612","267648","6107","338367","0.25"
"2026-02-22T03:44:15.706Z","Included","gpt-5.2-codex-high","No","0","71135","233984","4767","309886","0.23"
"2026-02-22T03:29:14.012Z","Included","gpt-5.2-codex-high","No","0","134316","1324032","14924","1473272","0.68"
"2026-02-22T03:29:14.005Z","Included","gpt-5.2-codex-high","No","0","37832","410112","5244","453188","0.21"
"2026-02-22T03:28:44.626Z","Included","gpt-5.2-codex-high","No","0","51750","117248","1154","170152","0.13"
"2026-02-22T03:26:27.540Z","Included","gpt-5.2-codex-high","No","0","127181","816640","4908","948729","0.43"
"2026-02-22T03:25:25.507Z","Included","gpt-5.2-codex-high","No","0","124972","788096","12654","925722","0.53"
"2026-02-22T03:25:25.467Z","Included","gpt-5.2-codex-high","No","0","32639","41856","1431","75926","0.08"
"2026-02-22T03:25:08.633Z","Included","gpt-5.2-codex-high","No","0","139369","11904","219","151492","0.25"
"2026-02-22T02:57:58.491Z","Included","auto","No","0","117552","351232","4515","473299","0.26"
"2026-02-22T02:40:00.596Z","Included","auto","No","0","1703","340480","366","342549","0.09"
"2026-02-22T02:37:58.757Z","Included","auto","No","0","103052","123392","124","226568","0.16"
"2026-02-22T02:29:52.652Z","Included","gpt-5.2-codex-high","No","0","878402","9385600","73893","10337895","4.21"
"2026-02-22T02:16:05.618Z","Included","gpt-5.2-codex-high","No","0","28054","24320","798","53172","0.06"
"2026-02-22T02:06:48.616Z","Included","gpt-5.2-codex-high","No","0","317051","2736384","24578","3078013","1.38"
"2026-02-22T02:06:48.551Z","Included","gpt-5.2-codex-high","No","0","1537574","16979584","148817","18665975","7.29"
"2026-02-22T01:59:43.258Z","Included","gpt-5.2-codex-high","No","0","142021","378496","11409","531926","0.47"
"2026-02-22T01:59:43.257Z","Included","gpt-5.2-codex-high","No","0","86325","485632","10037","581994","0.38"
"2026-02-22T01:58:37.188Z","Included","auto","No","0","37391","1251840","6093","1295324","0.40"
"2026-02-22T01:55:13.450Z","Included","auto","No","0","26685","549376","4228","580289","0.20"
"2026-02-22T01:49:43.579Z","Included","auto","No","0","54611","353280","2248","410139","0.17"
"2026-02-22T01:42:47.364Z","Included","gpt-5.2-codex-high","No","0","7553","15616","45","23214","0.02"
"2026-02-22T01:38:55.958Z","Included","auto","No","0","24328","294400","6587","325315","0.14"
"2026-02-22T01:31:48.395Z","Included","gpt-5.2-codex-high","No","0","1100016","10637440","92232","11829688","5.08"
"2026-02-22T01:31:48.348Z","Included","gpt-5.2-codex-high","No","0","518736","7811584","76597","8406917","3.35"
"2026-02-22T01:28:37.325Z","Included","gpt-5.2-codex-high","No","0","625120","6839552","18503","7483175","2.55"
"2026-02-22T01:28:24.666Z","Included","auto","No","0","27987","704709","11024","743720","0.28"
"2026-02-22T01:27:23.164Z","Errored, No Charge","auto","No","0","0","0","0","0","0.00"
"2026-02-22T01:23:47.863Z","Included","gpt-5.2-codex-high","No","0","59363","31744","5391","96498","0.18"
"2026-02-22T01:21:36.216Z","Included","auto","No","0","58300","681472","10675","750447","0.31"
"2026-02-22T01:17:37.964Z","Included","auto","No","0","31673","92883","4529","129085","0.09"
"2026-02-22T01:17:12.388Z","Errored, No Charge","auto","No","0","0","0","0","0","0.00"
"2026-02-22T01:15:18.194Z","Included","auto","No","0","161755","790016","8524","960295","0.45"
"2026-02-22T00:57:46.701Z","Included","gemini-3.1-pro-preview","No","0","334057","2028368","24406","2386831","1.37"
"2026-02-22T00:57:46.700Z","Included","gemini-3.1-pro-preview","No","0","337408","1651890","21836","2011134","1.27"
"2026-02-22T00:52:01.526Z","Included","gemini-3.1-pro-preview","No","0","225751","1749141","12946","1987838","0.96"
"2026-02-22T00:51:28.003Z","Included","claude-4.6-opus-high-thinking","No","46578","11","344341","2547","393477","0.53"
"2026-02-22T00:50:44.016Z","Included","claude-4.6-opus-high-thinking","No","36820","4","35314","1387","73525","0.28"
"2026-02-22T00:45:09.840Z","Included","auto","No","0","25493","10752","1598","37843","0.04"
"2026-02-22T00:42:00.734Z","Included","gemini-3.1-pro-preview","No","0","408663","1465552","13634","1887849","1.27"
"2026-02-22T00:38:28.600Z","Included","gemini-3.1-pro-preview","No","0","448042","3542017","12081","4002140","1.75"
"2026-02-22T00:35:27.427Z","Included","auto","No","0","12433","55296","504","68233","0.03"
"2026-02-22T00:20:23.665Z","Included","gemini-3.1-pro-preview","No","0","806263","4992729","27898","5826890","2.95"
"2026-02-22T00:01:12.476Z","Included","auto","No","0","366440","5824000","29711","6220151","2.09"
"2026-02-21T23:38:37.387Z","Included","gemini-3.1-pro-preview","No","0","158171","484739","10373","653283","0.54"
"2026-02-21T23:38:37.304Z","Included","gemini-3.1-pro-preview","No","0","176043","366604","15889","558536","0.62"
"2026-02-21T23:37:40.367Z","Included","gemini-3.1-pro-preview","No","0","77701","61897","1664","141262","0.19"
"2026-02-21T23:34:10.119Z","Included","gemini-3.1-pro-preview","No","0","882894","3894105","22738","4799737","2.82"
"2026-02-21T23:32:00.426Z","Included","composer-1","No","0","21250","65632","4357","91239","0.06"
"2026-02-21T23:31:55.546Z","Included","composer-1","No","0","12744","16896","2254","31894","0.03"
"2026-02-21T23:31:51.552Z","Included","composer-1","No","0","36969","137728","4445","179142","0.09"
"2026-02-21T23:30:11.347Z","Included","composer-1","No","0","17525","98496","2158","118179","0.05"
"2026-02-21T23:29:56.445Z","Included","claude-4.6-opus-high","No","90536","13","725664","8936","825149","1.15"
"2026-02-21T23:19:47.468Z","Included","auto","No","0","113799","595456","4580","713835","0.32"
"2026-02-21T23:04:19.659Z","Included","auto","No","0","40119","315904","4289","360312","0.15"
"2026-02-21T23:01:11.695Z","Included","auto","No","0","30252","124416","3316","157984","0.09"
"2026-02-21T22:58:37.478Z","Included","auto","No","0","35219","150016","3299","188534","0.10"
"2026-02-21T22:56:55.654Z","Included","composer-1.5","No","0","73847","2981376","22224","3077447","0.91"
"2026-02-21T22:56:54.660Z","Included","composer-1.5","No","0","100915","3444864","22848","3568627","1.05"
"2026-02-21T22:56:54.612Z","Included","composer-1.5","No","0","71216","1910144","17288","1998648","0.62"
"2026-02-21T22:56:25.567Z","Included","auto","No","0","26120","112640","3323","142083","0.08"
"2026-02-21T22:51:02.119Z","Included","composer-1.5","No","0","109400","1531936","9396","1650732","0.53"
"2026-02-21T22:38:33.976Z","Included","composer-1.5","No","0","93751","4126784","33271","4253806","1.26"
"2026-02-21T22:34:50.576Z","Included","composer-1.5","No","0","74486","1448352","22109","1544947","0.53"
"2026-02-21T22:24:36.339Z","Included","composer-1.5","No","0","179937","3060544","25119","3265600","1.05"
"2026-02-21T22:24:36.335Z","Included","composer-1.5","No","0","95491","776768","6205","878464","0.31"
"2026-02-21T22:21:21.460Z","Included","composer-1.5","No","0","38214","555744","6501","600459","0.20"
"2026-02-21T22:19:08.397Z","Included","gemini-3.1-pro-preview","No","0","602250","2769341","24268","3395859","2.05"
"2026-02-21T22:17:43.676Z","Included","gemini-3.1-pro-preview","No","0","70827","18410","6018","95255","0.22"
"2026-02-21T22:14:39.722Z","Included","auto","No","0","13879","53760","2521","70160","0.05"
"2026-02-21T22:08:45.648Z","Included","gemini-3.1-pro-preview","No","0","15475","7111","504","23090","0.04"
"2026-02-21T22:03:20.178Z","Included","auto","No","0","142684","2147328","5120","2295132","0.75"
"2026-02-21T21:43:51.139Z","Included","auto","No","0","17495","1363968","4912","1386375","0.39"
"2026-02-21T21:32:56.318Z","Included","auto","No","0","117748","4037120","28094","4182962","1.33"
"2026-02-21T21:31:29.843Z","Included","gemini-3.1-pro-preview","No","0","66397","110812","3251","180460","0.19"
"2026-02-21T21:29:26.612Z","Included","auto","No","0","20025","142336","1491","163852","0.07"
"2026-02-21T21:16:39.256Z","Included","auto","No","0","52562","1891840","13530","1957932","0.62"
"2026-02-21T21:12:20.645Z","Included","auto","No","0","44333","613888","12428","670649","0.28"
"2026-02-21T21:05:48.179Z","Included","auto","No","0","63884","1075200","20299","1159383","0.47"
"2026-02-21T21:03:06.973Z","Included","auto","No","0","32675","357376","8445","398496","0.18"
"2026-02-21T20:57:17.283Z","Included","auto","No","0","43416","705024","11584","760024","0.30"
"2026-02-21T20:51:53.773Z","Included","auto","No","0","41001","688128","10976","740105","0.29"
"2026-02-21T20:47:23.856Z","Included","auto","No","0","27167","432640","11790","471597","0.21"
"2026-02-21T20:45:19.036Z","Included","auto","No","0","333091","4996096","11438","5340625","1.73"
"2026-02-21T20:34:34.811Z","Included","gemini-3.1-pro-preview","No","0","761355","4677964","24151","5463470","2.75"
"2026-02-21T20:33:35.611Z","Included","gemini-3.1-pro-preview","No","0","234838","15399","2825","253062","0.51"
"2026-02-21T20:32:07.106Z","Included","gemini-3.1-pro-preview","No","0","69192","76520","1969","147681","0.18"
"2026-02-21T20:22:11.007Z","Included","gemini-3.1-pro-preview","No","0","522956","1391052","18766","1932774","1.19"
"2026-02-21T20:10:37.435Z","Included","gemini-3.1-pro-preview","No","0","1218691","2673909","38764","3931364","3.23"
"2026-02-21T20:08:32.482Z","Included","gemini-3.1-pro-preview","No","0","273744","85042","3832","362618","0.61"
"2026-02-21T20:06:04.726Z","Included","gemini-3.1-pro-preview","No","0","84208","60874","4225","149307","0.23"
"2026-02-21T20:01:18.285Z","Included","gemini-3.1-pro-preview","No","0","54194","7457","1856","63507","0.13"
"2026-02-21T19:55:07.111Z","Included","auto","No","0","40408","1787392","7207","1835007","0.54"
"2026-02-21T19:52:57.952Z","Included","auto","No","0","2931","260096","1150","264177","0.08"
"2026-02-21T19:47:15.085Z","Included","auto","No","0","119264","264704","1514","385482","0.22"
"2026-02-21T19:40:44.266Z","Included","auto","No","0","178183","1398272","4698","1581153","0.60"
"2026-02-21T19:35:34.638Z","Included","auto","No","0","2322","78336","668","81326","0.03"
"2026-02-21T19:34:38.763Z","Included","auto","No","0","3566","173568","1245","178379","0.06"
"2026-02-21T19:33:16.521Z","Included","auto","No","0","13581","101888","1206","116675","0.05"
"2026-02-21T19:31:20.923Z","Included","claude-4.6-opus-high-thinking","No","135647","37","4248732","12803","4397219","3.29"
"2026-02-21T19:26:44.611Z","Included","auto","No","0","64291","439296","3689","507276","0.21"
"2026-02-21T19:24:29.978Z","Included","auto","No","0","51304","130048","1359","182711","0.10"
"2026-02-21T19:23:03.167Z","Included","auto","No","0","43472","310272","5517","359261","0.17"
"2026-02-21T19:21:06.981Z","Included","auto","No","0","561","178688","635","179884","0.05"
"2026-02-21T19:19:55.492Z","Included","auto","No","0","49353","559104","4000","612457","0.23"
"2026-02-21T19:19:35.054Z","Included","auto","No","0","451","178688","243","179382","0.05"
"2026-02-21T19:19:29.499Z","Errored, No Charge","auto","No","0","0","0","0","0","0.00"
"2026-02-21T19:15:20.696Z","Included","claude-4.6-opus-high-thinking","No","64537","27","1408160","6697","1479421","1.27"
"2026-02-21T19:15:09.378Z","Included","auto","No","0","36803","486912","1429","525144","0.18"
"2026-02-21T19:02:48.225Z","Included","auto","No","0","37679","2555392","6483","2599554","0.72"
"2026-02-21T18:53:22.575Z","Included","auto","No","0","131222","430080","1728","563030","0.28"
"2026-02-21T18:38:40.951Z","Included","auto","No","0","26739","410112","5467","442318","0.17"
"2026-02-21T18:38:36.991Z","Included","auto","No","0","34492","291840","4066","330398","0.14"
"2026-02-21T18:30:18.977Z","Included","auto","No","0","74050","657408","8659","740117","0.31"
"2026-02-21T18:30:14.234Z","Included","auto","No","0","60084","782848","10396","853328","0.33"
"2026-02-21T18:24:20.898Z","Included","auto","No","0","22272","118784","2711","143767","0.07"
"2026-02-21T18:22:05.831Z","Included","auto","No","0","27345","255488","4180","287013","0.12"
"2026-02-21T18:19:57.638Z","Included","auto","No","0","139527","3985920","11875","4137322","1.24"
"2026-02-21T18:17:31.914Z","Included","auto","No","0","4564","140800","1793","147157","0.05"
"2026-02-21T18:15:36.478Z","Included","auto","No","0","11267","95744","728","107739","0.04"
"2026-02-21T18:14:21.367Z","Included","auto","No","0","92996","310784","6284","410064","0.23"
"2026-02-21T18:10:42.662Z","Included","auto","No","0","17395","499200","3338","519933","0.17"
"2026-02-21T18:10:01.367Z","Included","auto","No","0","67548","9728","702","77978","0.09"
"2026-02-21T18:04:31.056Z","Included","auto","No","0","24795","127488","1662","153945","0.07"
"2026-02-21T17:58:39.898Z","Included","auto","No","0","23941","184320","2905","211166","0.09"
"2026-02-21T17:57:47.502Z","Included","auto","No","0","63802","11776","380","75958","0.08"
"2026-02-21T17:53:42.675Z","Included","auto","No","0","12741","154112","2369","169222","0.07"
"2026-02-21T17:53:39.568Z","Included","auto","No","0","35305","701952","9138","746395","0.27"
"2026-02-21T17:50:08.242Z","Included","auto","No","0","9755","144384","1446","155585","0.06"
"2026-02-21T17:50:04.643Z","Included","auto","No","0","19835","198656","5193","223684","0.11"
"2026-02-21T17:49:59.770Z","Included","auto","No","0","31290","282624","4492","318406","0.14"
"2026-02-21T17:42:20.127Z","Included","auto","No","0","55457","239616","3538","298611","0.15"
"2026-02-21T17:40:37.408Z","Included","auto","No","0","24918","390656","3870","419444","0.15"
"2026-02-21T17:40:33.987Z","Included","auto","No","0","22701","236032","3056","261789","0.11"
"2026-02-21T17:40:31.788Z","Included","auto","No","0","108148","1430528","16526","1555202","0.59"
"2026-02-21T17:39:00.753Z","Included","auto","No","0","117935","1950208","12110","2080253","0.71"
"2026-02-21T17:38:22.301Z","Included","auto","No","0","25825","513536","9889","549250","0.22"
"2026-02-21T17:37:04.744Z","Included","auto","No","0","35821","218112","5078","259011","0.13"
"2026-02-21T17:31:31.197Z","Included","auto","No","0","1050","43520","1547","46117","0.02"
"2026-02-21T17:29:11.684Z","Included","auto","No","0","55437","63488","4015","122940","0.11"
"2026-02-21T17:17:39.915Z","Included","auto","No","0","2871","45568","1093","49532","0.02"
"2026-02-21T17:14:49.136Z","Included","auto","No","0","2583","40960","571","44114","0.02"
"2026-02-21T17:13:23.688Z","Included","auto","No","0","20996","40960","2250","64206","0.05"
"2026-02-21T17:12:41.359Z","Included","auto","No","0","48728","304640","7532","360900","0.18"
"2026-02-21T17:04:37.020Z","Included","auto","No","0","40996","1766400","5648","1813044","0.53"
"2026-02-21T16:59:01.589Z","Included","auto","No","0","123162","423936","428","547526","0.26"
"2026-02-21T16:58:38.396Z","Included","auto","No","0","2115","132608","322","135045","0.04"
"2026-02-21T16:56:42.702Z","Included","auto","No","0","4306","271872","2206","278384","0.09"
"2026-02-21T16:56:30.830Z","Included","auto","No","0","118552","145920","1515","265987","0.19"
"2026-02-21T16:50:13.303Z","Included","auto","No","0","3951","131072","1996","137019","0.05"
"2026-02-21T16:47:02.167Z","Included","auto","No","0","67688","312832","3230","383750","0.18"
"2026-02-21T16:42:24.764Z","Included","auto","No","0","22464","250368","3208","276040","0.11"
"2026-02-21T16:42:19.709Z","Included","auto","No","0","16109","273408","3541","293058","0.11"
"2026-02-21T16:42:18.248Z","Included","auto","No","0","11124","71680","1123","83927","0.04"
"2026-02-21T16:40:23.362Z","Included","auto","No","0","15734","536064","6436","558234","0.19"
"2026-02-21T16:38:20.066Z","Included","auto","No","0","29933","549376","5649","584958","0.21"
"2026-02-21T16:38:17.690Z","Included","auto","No","0","23807","421888","4678","450373","0.16"
"2026-02-21T16:38:17.242Z","Included","auto","No","0","19317","137728","3425","160470","0.08"
"2026-02-21T16:35:20.303Z","Included","auto","No","0","94094","1128448","11158","1233700","0.47"
"2026-02-21T16:34:50.294Z","Included","auto","No","0","6615","91648","1623","99886","0.04"
"2026-02-21T16:34:45.903Z","Included","auto","No","0","23973","124416","2200","150589","0.07"
"2026-02-21T16:32:54.023Z","Included","auto","No","0","58316","242688","5808","306812","0.17"
"2026-02-21T16:28:35.257Z","Included","auto","No","0","25665","398848","4412","428925","0.16"
"2026-02-21T16:28:31.587Z","Included","auto","No","0","71605","577024","6473","655102","0.27"
"2026-02-21T16:24:11.532Z","Included","auto","No","0","4145","41984","2628","48757","0.03"
"2026-02-21T16:22:00.368Z","Included","auto","No","0","45978","676352","9428","731758","0.28"
"2026-02-21T16:20:06.734Z","Included","auto","No","0","150460","6565376","32915","6748751","2.03"
"2026-02-21T16:19:19.137Z","Included","auto","No","0","27963","35840","3392","67195","0.06"
"2026-02-21T16:16:23.398Z","Included","auto","No","0","39027","418304","9408","466739","0.21"
"2026-02-21T16:13:56.576Z","Included","auto","No","0","293","20992","782","22067","0.01"
"2026-02-21T16:13:49.247Z","Errored, No Charge","auto","No","0","11045","10240","0","21285","0.02"
"2026-02-21T16:13:12.993Z","Included","auto","No","0","22481","32256","334","55071","0.04"
"2026-02-21T15:59:19.935Z","Included","auto","No","0","46200","66048","1549","113797","0.08"
"2026-02-21T15:58:33.925Z","Included","auto","No","0","134311","1603584","10135","1748030","0.63"
"2026-02-21T15:55:25.280Z","Included","auto","No","0","15590","259072","5012","279674","0.11"
"2026-02-21T15:54:47.572Z","Errored, No Charge","auto","No","0","49117","11264","0","60381","0.06"
"2026-02-21T15:52:38.941Z","Included","auto","No","0","1957","53760","1789","57506","0.03"
"2026-02-21T15:49:26.968Z","Included","auto","No","0","3903","50176","908","54987","0.02"
"2026-02-21T15:47:14.993Z","Included","auto","No","0","40392","172544","4188","217124","0.12"
"2026-02-21T15:07:39.917Z","Included","auto","No","0","12256","730112","3684","746052","0.22"
"2026-02-21T15:05:00.721Z","Included","auto","No","0","176815","381440","2749","561004","0.33"
"2026-02-21T14:35:23.761Z","Included","auto","No","0","41335","224768","3943","270046","0.13"
"2026-02-21T14:34:19.341Z","Included","auto","No","0","251103","11050496","47999","11349598","3.36"
"2026-02-21T14:30:51.450Z","Included","auto","No","0","45121","307712","8157","360990","0.18"
"2026-02-21T14:02:31.445Z","Included","auto","No","0","174898","10033152","46277","10254327","3.00"
"2026-02-21T13:59:40.908Z","Included","auto","No","0","50923","457216","10235","518374","0.24"
"2026-02-21T13:49:43.137Z","Included","auto","No","0","21845","43520","621","65986","0.04"
"2026-02-21T13:48:46.434Z","Included","auto","No","0","20306","56320","1433","78059","0.05"
"2026-02-21T13:38:56.504Z","Included","auto","No","0","28227","161792","4995","195014","0.11"
"2026-02-21T05:30:27.047Z","Included","auto","No","0","23373","116224","2462","142059","0.07"
"2026-02-21T05:15:50.388Z","Included","auto","No","0","12383","83968","5274","101625","0.07"
"2026-02-21T05:10:55.085Z","Included","auto","No","0","14660","55296","2518","72474","0.05"
"2026-02-21T04:40:23.665Z","Included","auto","No","0","93863","215552","2355","311770","0.19"
"2026-02-21T04:37:37.082Z","Included","auto","No","0","12652","96768","640","110060","0.04"
"2026-02-21T03:50:24.394Z","Errored, No Charge","auto","No","0","83810","11264","0","95074","0.11"
"2026-02-21T03:49:00.656Z","Included","composer-1.5","No","0","78512","186112","3672","268296","0.14"
"2026-02-21T03:36:47.200Z","Included","composer-1.5","No","0","60549","709600","8520","778669","0.27"
"2026-02-21T02:58:33.996Z","Included","auto","No","0","148540","796160","971","945671","0.39"
"2026-02-21T02:55:57.906Z","Included","auto","No","0","290651","321024","3423","615098","0.46"
"2026-02-21T02:53:06.637Z","Included","claude-4.6-opus-high-thinking","No","191433","7355","529111","10956","738855","1.43"
"2026-02-21T02:48:33.821Z","Included","claude-4.6-opus-high-thinking","No","188476","151511","561638","9330","910955","1.54"
"2026-02-21T02:30:32.777Z","Included","claude-4.6-opus-high-thinking","No","181379","51684","8786945","34476","9054484","6.31"
"2026-02-21T02:28:23.881Z","Included","composer-1","No","0","71877","188032","2758","262667","0.13"
"2026-02-21T02:28:14.411Z","Included","composer-1","No","0","67444","222048","3027","292519","0.14"
"2026-02-21T02:28:06.075Z","Included","composer-1","No","0","43982","129664","2782","176428","0.09"
"2026-02-21T02:24:52.189Z","Included","composer-1","No","0","65532","145024","2837","213393","0.11"
"2026-02-21T02:24:48.790Z","Included","composer-1","No","0","74861","120256","3427","198544","0.12"
"2026-02-21T02:24:45.270Z","Included","composer-1","No","0","33246","182848","4863","220957","0.10"
"2026-02-21T02:24:23.394Z","Included","claude-4.6-opus-high-thinking","No","76766","10","356491","13931","447198","1.01"
"2026-02-21T02:14:20.043Z","Included","claude-4.6-opus-high-thinking","No","155787","7","616180","617","772591","1.30"
"2026-02-21T02:04:51.206Z","Included","claude-4.6-opus-high-thinking","No","6665","7","744099","610","751381","0.43"
"2026-02-21T01:49:34.659Z","Included","claude-4.6-opus-high-thinking","No","143557","65","7082060","28860","7254542","5.16"
"2026-02-21T01:44:54.647Z","Included","composer-1","No","0","34644","102784","5487","142915","0.08"
"2026-02-21T01:44:50.221Z","Included","composer-1","No","0","48288","223488","2983","274759","0.12"
"2026-02-21T01:44:46.086Z","Included","composer-1","No","0","69079","114368","3702","187149","0.11"
"2026-02-21T01:44:32.271Z","Included","claude-4.6-opus-high-thinking","No","72383","8","243642","8831","324864","0.80"
"2026-02-21T01:39:48.722Z","Included","claude-4.6-opus-high-thinking","No","518","2","343806","796","345122","0.20"
"2026-02-21T01:17:23.022Z","Included","claude-4.6-opus-high-thinking","No","249666","100","10708804","30440","10989010","7.68"
"2026-02-21T01:13:53.710Z","Included","composer-1","No","0","31584","174496","2547","208627","0.09"
"2026-02-21T01:13:30.190Z","Included","composer-1","No","0","40967","134144","3661","178772","0.09"
"2026-02-21T01:13:13.574Z","Included","claude-4.6-opus-high-thinking","No","70863","11","372662","5748","449284","0.77"
"2026-02-21T01:09:22.041Z","Included","claude-4.6-opus-high-thinking","No","3736","9","1081613","1918","1087276","0.61"
"2026-02-21T01:07:39.518Z","Included","claude-4.6-opus-high-thinking","No","152742","4","152405","362","305513","1.04"
"2026-02-21T00:55:26.874Z","Included","claude-4.6-opus-high-thinking","No","147176","63","7367001","18360","7532600","5.06"
"2026-02-21T00:47:53.463Z","Included","claude-4.6-opus-high-thinking","No","97166","14","635254","7350","739784","1.11"
"2026-02-21T00:37:40.316Z","Included","auto","No","0","50227","574976","6081","631284","0.24"
"2026-02-21T00:35:38.873Z","Included","composer-1","No","0","15208","90560","6089","111857","0.06"
"2026-02-21T00:35:35.257Z","Included","composer-1","No","0","45709","182048","3713","231470","0.11"
"2026-02-21T00:35:20.498Z","Included","claude-4.6-opus-high-thinking","No","43845","5","63497","4336","111683","0.41"
"2026-02-20T23:55:19.634Z","Included","auto","No","0","10888","74752","485","86125","0.04"
"2026-02-20T23:39:41.884Z","Included","auto","No","0","11968","73728","532","86228","0.04"
"2026-02-20T23:03:14.748Z","Included","auto","No","0","27864","144348","7350","179562","0.12"
"2026-02-20T23:01:02.395Z","Included","auto","No","0","18859","30720","1235","50814","0.04"
"2026-02-20T21:53:32.454Z","Included","auto","No","0","3553","99328","1388","104269","0.04"
"2026-02-20T21:51:07.857Z","Included","auto","No","0","3373","90112","1080","94565","0.03"
"2026-02-20T21:28:06.759Z","Included","auto","No","0","11217","53248","482","64947","0.03"
"2026-02-20T20:23:40.310Z","Included","auto","No","0","11457","502272","4433","518162","0.17"
"2026-02-20T20:18:50.696Z","Included","auto","No","0","58676","920064","7252","985992","0.35"
"2026-02-20T20:16:40.891Z","Included","auto","No","0","33304","93696","3029","130029","0.08"
"2026-02-20T20:12:52.497Z","Included","auto","No","0","28081","88064","2548","118693","0.07"
"2026-02-20T19:55:33.654Z","Included","auto","No","0","0","0","0","0","0.00"
"2026-02-20T19:28:55.084Z","Included","auto","No","0","4119","537088","521","541728","0.14"
"2026-02-20T19:16:34.414Z","Included","auto","No","0","8536","391680","456","400672","0.11"
"2026-02-20T19:12:17.774Z","Included","auto","No","0","120736","141824","1205","263765","0.19"
